1,necklace,Sapphire Necklace,1499,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_88.jpg
2,necklace,Cyan necklace,1899,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_89.jpg
3,necklace,Diamond Necklace,1599,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_91.jpg
4,necklace,Diamond Necklace,1899,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_93.jpg
5,necklace,Diamond Necklace,1399,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_95.jpg
6,necklace,Diamond Necklace,2899,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_96.jpg
7,necklace,Triple Gold Layer Necklace,1899,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_154.jpg
8,necklace,Flower Necklace,1899,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_10.jpg
9,necklace,Heart Necklace,1399,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_29.jpg
10,necklace,Yellow Pearl Necklace,2499,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_30.jpg
11,necklace,Green Pearl Necklace,1599,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_31.jpg
12,necklace,White Diamond Necklace,1499,"Amulette de Cartier necklace, XS model, 18K white pearl, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.","Enhance your elegance with our exquisite necklace collection, meticulously crafted to captivate hearts and spark conversations. Our necklaces blend timeless sophistication with contemporary flair, offering you a wearable piece of art that exudes charm and grace.

Indulge in the luxury of intricate designs, each necklace meticulously handcrafted by skilled artisans, ensuring every detail reflects perfection. From delicate chains adorned with shimmering gemstones to bold statement pieces that demand attention, our collection caters to every style and occasion.",img/necklace_34.jpg
